team_id,team_display_name,cust_id,display_name,race_count,old_classification,total_time,avg_speed,percentage,new_classification,deadzone,reclassified,driven,gold_race_count,gold_total_drive_time,gold_total_sesion_time,gold_total_percentage,index,total_index,total_session_time
-127445,LEO RACING TEAM #221,110954,Gaetano Vulcano2,1,Gold,9028.4862,201.0806610697594,42.0,Silver,False,True,False,0,0.0,0.0,0.0,0,0,21539.1573
-298040,Peaky Drivers GT3,384294,Sergio Gomez Redondo,1,Silver,4638.8609,200.96747211851084,22.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-252527,Krips Racing Blue,857753,Afonso Souto,1,Silver,8793.6694,200.8703727189926,41.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-159911,Austrian Simracers Blue,685554,Chris Mayr,1,Gold,9541.5878,200.55222054073644,44.0,Silver,False,True,False,0,0.0,0.0,0.0,0,0,21539.1573
-257829,SR TECHNIC #PEC,461417,Jorge  Mendes Pinheiro,1,Gold,3186.8557,200.15409135870192,15.0,Silver,False,True,False,0,0.0,0.0,0.0,0,0,21539.1573
-264062,Team Upstate GT3,478574,Matias Nievas Soto,1,Silver,7852.6476,199.9481493995987,36.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-298040,Peaky Drivers GT3,665755,Manuel Roig,1,Silver,5907.2732000000005,199.3460818149396,27.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-257782,PROTOSIM #3,608985,Ricardo Varão,1,Silver,3233.9337,197.24034754478737,15.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-297670,TR Geekz Energy Simracing GT3,638166,Kaan Tunc,1,Silver,4249.656,196.28118166816327,20.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-272629,Platinum Racing Team red,407173,John Silvester,1,Gold,8258.3031,190.12651103919885,38.0,Silver,False,True,False,0,0.0,0.0,0.0,0,0,21539.1573
-272629,Platinum Racing Team red,560270,Iwan Bremer,1,Gold,6794.781099999999,187.75062729388003,32.0,Silver,False,True,False,0,0.0,0.0,0.0,0,0,21539.1573
-306961,Scopum Racing E-Sports Team Silver,867228,Fabian Sodke,1,Silver,2093.6094,187.4898865455992,10.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-158916,Over The Limit racing,413828,Justas Staciokas,1,Gold,1308.6623,187.46747579417547,6.0,Silver,False,True,False,0,0.0,0.0,0.0,0,0,21539.1573
-305563,Scopum Racing E-Sport Team Silver,707718,Patrick Heit,1,Silver,0.0,0.0,0.0,Silver,False,False,False,0,0.0,0.0,0.0,0,0,21539.1573
-129672,LEO RACING TEAM #208,443123,Alessio Bernardini,2,Gold,11246.7162,185.59067878362572,52.0,Gold,False,False,True,1,11246.72,21575.67,52.0,0,0,21575.6681
-129672,LEO RACING TEAM #208,607475,Lorenzo Castellani,2,Gold,9622.7237,185.22835343211608,45.0,Gold,False,False,True,1,9622.72,21575.67,45.0,0,0,21575.6681
-127445,LEO RACING TEAM #221,758401,Alessio Bonino,2,Gold,11698.2897,184.4409476689913,54.0,Gold,False,False,True,1,11698.29,21575.67,54.0,0,0,21575.6681
-129653,Octopus Racing Team,365305,Davo Ramos,2,Gold,6364.168100000001,184.25541150617943,29.0,Gold,False,False,True,1,6364.17,21575.67,29.0,0,0,21575.6681
-299638,Ingersoll Rand Enosis eSports #215,606742,Raul Ontañon,2,Gold,7526.5945,183.8422737333332,35.0,Gold,False,False,True,1,7526.59,21575.67,35.0,0,0,21575.6681
-134184,GROW RACING TEAM RED,286658,Marcelo Eusébio,1,Gold,8296.139000000001,183.75079489483,38.0,Gold,False,False,True,1,8296.14,21575.67,38.0,0,0,21575.6681
-159911,Austrian Simracers Blue,765885,Chris AJ Mayer,1,Silver,5620.935,183.5844966541688,26.0,Gold,False,True,True,1,5620.94,21575.67,26.0,0,0,21575.6681
-110547,Carbono eSports,364474,Rubens Llorente,2,Gold,6517.1508,183.5288298689053,30.0,Gold,False,False,True,1,6517.15,21575.67,30.0,0,0,21575.6681
-286482,Kairos eSports #229,211521,Théo Pastaga,2,Gold,1151.3704,183.3240060616462,5.0,Gold,False,False,True,1,1151.37,21575.67,5.0,0,0,21575.6681
-175849,Maniti Racing Yellow,364155,Stefan Schuster,2,Silver,6653.7109,183.28684954532665,31.0,Gold,False,True,True,1,6653.71,21575.67,31.0,0,0,21575.6681
-299312,CM x MSi Gaming GT3,732337,Davide De Marco2,2,Gold,7294.132,183.27073733549105,34.0,Gold,False,False,True,1,7294.13,21575.67,34.0,0,0,21575.6681
-134184,GROW RACING TEAM RED,357186,Jorge Filipe Dias,1,Gold,9853.6583,183.26735713236573,46.0,Gold,False,False,True,1,9853.66,21575.67,46.0,0,0,21575.6681
-299312,CM x MSi Gaming GT3,605082,Mich Comazzetto,2,Silver,7806.950000000001,183.2484571868912,36.0,Gold,False,True,True,1,7806.95,21575.67,36.0,0,0,21575.6681
-298040,Peaky Drivers GT3,635842,Rolf Olmo,1,Silver,16256.673900000002,183.2162190868822,75.0,Gold,False,True,True,1,16256.67,21575.67,75.0,0,0,21575.6681
-278379,Platinum Racing Team Orange,389317,Steven Bird2,2,Gold,9729.9155,183.18774366367316,45.0,Gold,False,False,True,1,9729.92,21575.67,45.0,0,0,21575.6681
-127445,LEO RACING TEAM #221,59708,Luigi Nespolino,1,Gold,9475.543200000002,183.155301323179,44.0,Gold,False,False,True,1,9475.54,21575.67,44.0,0,0,21575.6681
-223528,SimVision,339819,Joao Reis,2,Gold,10885.2955,183.1346793178008,50.0,Gold,False,False,True,1,10885.3,21575.67,50.0,0,0,21575.6681
-110547,Carbono eSports,621443,Roberto C Freezer,1,Gold,13835.7328,183.06843929983964,64.0,Gold,False,False,True,1,13835.73,21575.67,64.0,0,0,21575.6681
-278379,Platinum Racing Team Orange,416545,Martin Hobson,2,Gold,11531.2813,183.0445626097076,53.0,Gold,False,False,True,1,11531.28,21575.67,53.0,0,0,21575.6681
-96989,Chicane Online Racing Red,317748,Jamie M Pounder,1,Gold,7817.308099999999,183.0056490718589,36.0,Gold,False,False,True,1,7817.31,21575.67,36.0,0,0,21575.6681
-175849,Maniti Racing Yellow,371739,Levi Pruitt,1,Silver,7433.7812,182.98273267790017,34.0,Gold,False,True,True,1,7433.78,21575.67,34.0,0,0,21575.6681
-247532,Krips Racing Green,813496,Emre Kemaldar,2,Gold,6537.597200000001,182.95484163557825,30.0,Gold,False,False,True,1,6537.6,21575.67,30.0,0,0,21575.6681
-96989,Chicane Online Racing Red,445418,Thomas Fischer2,1,Gold,6795.764300000001,182.9066315454172,31.0,Gold,False,False,True,1,6795.76,21575.67,31.0,0,0,21575.6681
-243021,Elite Racing Team,417146,Jonathan Worth,1,Silver,11289.9848,182.8021101854451,52.0,Gold,False,True,True,1,11289.98,21575.67,52.0,0,0,21575.6681
-257829,SR TECHNIC #PEC,515776,Rui Filipe Pinheiro,2,Silver,6672.3861,182.7738518678348,31.0,Gold,False,True,True,1,6672.39,21575.67,31.0,0,0,21575.6681
-257830,SR TECHNIC,530634,Nuno Vinagre,2,Gold,11424.6023,182.7009500054807,53.0,Gold,False,False,True,1,11424.6,21575.67,53.0,0,0,21575.6681
-299638,Ingersoll Rand Enosis eSports #215,593886,Jorge Sánchez Rodríguez,2,Gold,13996.399399999997,182.64259153027604,65.0,Gold,True,False,True,1,13996.4,21575.67,65.0,0,0,21575.6681
-159911,Austrian Simracers Blue,393889,Stefan Kapeller,1,Silver,6171.478599999999,182.408007648864,29.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-258771,PROTOSIM #2,796249,Guilherme Costa Reis,2,Silver,8742.9892,182.4067311598189,41.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-257830,SR TECHNIC,613054,Luis Marinho,2,Silver,9775.4287,182.33484394226107,45.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-243021,Elite Racing Team,370494,Josh Fletcher,1,Gold,9521.6487,182.2684310960559,44.0,Gold,True,False,True,1,9521.65,21575.67,44.0,0,0,21575.6681
-286482,Kairos eSports #229,462694,David Prevautel,2,Gold,6950.8285,182.20029527887215,32.0,Gold,True,False,True,1,6950.83,21575.67,32.0,0,0,21575.6681
-62993,Fury Simsport Academy,651954,Cade Middleton,2,Gold,7338.1809,182.1706180427359,34.0,Gold,True,False,True,1,7338.18,21575.67,34.0,0,0,21575.6681
-223528,SimVision,465352,Filipe RC Barreto,2,Gold,9913.2666,182.16537369492312,46.0,Gold,True,False,True,1,9913.27,21575.67,46.0,0,0,21575.6681
-247532,Krips Racing Green,506798,Alex J Richardson,1,Gold,9661.6883,182.0539603042255,45.0,Gold,True,False,True,1,9661.69,21575.67,45.0,0,0,21575.6681
-96989,Chicane Online Racing Red,366403,Nils Corr,2,Gold,6698.7947,182.0533041035576,31.0,Gold,True,False,True,1,6698.79,21575.67,31.0,0,0,21575.6681
-299092,YS Sim-Sport PEC,327245,Paolo Ernesto Taddeolini,2,Silver,11339.0618,182.0109178169926,53.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-252527,Krips Racing Blue,654026,Caleb Koski,1,Silver,6185.624199999999,181.99086774033253,29.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-258771,PROTOSIM #2,648414,Cristiano Rocha,2,Gold,9537.486400000002,181.9657609154546,44.0,Gold,True,False,True,1,9537.49,21575.67,44.0,0,0,21575.6681
-134184,GROW RACING TEAM RED,343106,Gil Afonso,1,Gold,3225.2816,181.7876014547071,15.0,Gold,True,False,True,1,3225.28,21575.67,15.0,0,0,21575.6681
-218497,Blue Chip Racing,277870,Raymond Yip,1,Gold,8003.7975,181.67178655861795,37.0,Gold,True,False,True,1,8003.8,21575.67,37.0,0,0,21575.6681
-140651,Chicane Online Racing Orange,643345,Austin Dilts,1,Silver,10337.3242,181.49879244921044,48.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-280178,Trackside Esports,127270,Simon Van  Dijk,2,Silver,5951.240400000001,181.27680057878356,28.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-175849,Maniti Racing Yellow,390076,Stefan Kurzmann,2,Silver,6867.8758,180.9861437636365,32.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-214868,PeakSimsportAustria,332166,Mathias Saurer,2,Silver,9851.9363,180.9188785034268,46.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-299092,YS Sim-Sport PEC,564555,Mauro Dragoni,2,Silver,10001.4,180.56011305681204,46.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-62993,Fury Simsport Academy,722391,Matthew Luke Sr,2,Gold,6760.616899999999,180.38852469904043,31.0,Gold,True,False,True,1,6760.62,21575.67,31.0,0,0,21575.6681
-280178,Trackside Esports,451680,Kris van Strijland,1,Silver,6632.8901000000005,180.32637995964987,31.0,Silver,True,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-264062,Team Upstate GT3,376880,Shawn Crowley2,2,Gold,6893.134499999999,180.322951320564,32.0,Silver,False,True,True,0,0.0,0.0,0.0,0,0,21575.6681
-280178,Trackside Esports,662411,Peppe Kerstens,2,Silver,7424.9238,180.04237967565405,34.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-264062,Team Upstate GT3,665951,Graeme Lynch,1,Silver,5993.592200000001,179.99586611635004,28.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-252527,Krips Racing Blue,727711,Ryan O'Connor6,1,Silver,6646.0313,179.96982054586474,31.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-247532,Krips Racing Green,275038,Christian Glåmseter,2,Gold,4822.489699999999,179.9377580834232,22.0,Silver,False,True,True,0,0.0,0.0,0.0,0,0,21575.6681
-218497,Blue Chip Racing,146465,Thomas R Dunn,2,Silver,6649.4059,179.878485144545,31.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-140651,Chicane Online Racing Orange,595176,Christopher Rowe3,1,Silver,8737.756300000001,179.83191317597172,40.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-214868,PeakSimsportAustria,113603,Norbert Windholz,2,Silver,11354.2968,179.70116803344442,53.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-62993,Fury Simsport Academy,81643,Bryan Krauss,2,Gold,7053.200100000001,179.55580263954226,33.0,Silver,False,True,True,0,0.0,0.0,0.0,0,0,21575.6681
-257782,PROTOSIM #3,823793,Luciano Gomes,2,Silver,6927.7906,179.42089024596095,32.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-264062,Team Upstate GT3,671627,Justin Cole6,2,Gold,7594.7334,179.10485154167492,35.0,Silver,False,True,True,0,0.0,0.0,0.0,0,0,21575.6681
-298040,Peaky Drivers GT3,665522,Víctor Sánchez Fernández,2,Silver,4460.0773,178.78390589077907,21.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-257782,PROTOSIM #3,149607,Pedro Bragança,2,Silver,5135.761100000001,178.09498216044355,24.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-257782,PROTOSIM #3,777046,Ruben Carrapato,2,Silver,8034.6802,178.05457183413475,37.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-252527,Krips Racing Blue,614536,Louis Greig,2,Gold,7773.273700000001,178.00817258612673,36.0,Silver,False,True,True,0,0.0,0.0,0.0,0,0,21575.6681
-257829,SR TECHNIC #PEC,561604,Carlos Coxinho,1,Silver,7006.9638,177.39357478764197,32.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-218497,Blue Chip Racing,435833,Nicholas Larsen,2,Gold,6763.886899999999,176.83398289867918,31.0,Silver,False,True,True,0,0.0,0.0,0.0,0,0,21575.6681
-272629,Platinum Racing Team red,604599,Daan Pepels,1,Silver,2136.8307,175.6069733981265,10.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-297670,TR Geekz Energy Simracing GT3,659875,Scott Morris6,1,Silver,2835.8359,173.67211308214274,13.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-129653,Octopus Racing Team,649681,Joselu Otero,2,Gold,14626.5852,171.56659108801418,68.0,Silver,False,True,True,0,0.0,0.0,0.0,0,0,21575.6681
-297670,TR Geekz Energy Simracing GT3,575026,Daniel K Kühn,2,Silver,8809.4662,170.38143441254135,41.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-257829,SR TECHNIC #PEC,25377,Aurelio Carneiro,1,Silver,7239.653800000001,168.45248990309452,34.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
-159911,Austrian Simracers Blue,461635,Markus Deutsch,1,Silver,6844.215899999999,150.77205888563512,32.0,Silver,False,False,True,0,0.0,0.0,0.0,0,0,21575.6681
